,a_int,z1_int,z2_int,z2_a,z3_int,z3_a,x_int,x_z1,x_z2,x_z3,x_z1z3,l_int,l_x,l_z1,l_z2,l_z3,l_z1z3,m_int,m_x,m_l,m_z1,m_z2,m_z3,m_xl,m_z1z3,y_int,y_x,y_z1,y_z2,y_z3,y_m,y_l,y_xm,y_xl,y_z1z3,Trz2_int,Trz2_w,Trz3_int,Trz3_w,Trx_int,Trx_w,Trl_int,Trl_w,Trm_int,Trm_w,Try_int,Try_w,Arz2_int,Arz2_w,Arz3_int,Arz3_w,Arx_int,Arx_w,Arl_int,Arl_w,Arm_int,Arm_w,Ary_int,Ary_w,Brz2_int,Brz2_w,Brz3_int,Brz3_w,Brx_int,Brx_w,Brl_int,Brl_w,Brm_int,Brm_w,Bry_int,Bry_w,Crz2_int,Crz2_w,Crz3_int,Crz3_w,Crx_int,Crx_w,Crl_int,Crl_w,Crm_int,Crm_w,Cry_int,Cry_w,Drz2_int,Drz2_w,Drz3_int,Drz3_w,Drx_int,Drx_w,Drl_int,Drl_w,Drm_int,Drm_w,Dry_int,Dry_w,Erz2_int,Erz2_w,Erz3_int,Erz3_w,Erx_int,Erx_w,Erl_int,Erl_w,Erm_int,Erm_w,Ery_int,Ery_w,Frz2_int,Frz2_w,Frz3_int,Frz3_w,Frx_int,Frx_w,Frl_int,Frl_w,Frm_int,Frm_w,Fry_int,Fry_w,miss_coeff
(Intercept),-0.45,0.10,-1.92,0.63,-1.40,0.59,-2.23,1.46,0.54,0.91,0.28,-3.12,0.64,0.44,-0.29,0.53,0.39,-2.75,1.56,-0.30,0.33,-0.09,-0.15,0.23,0.93,-2.10,0.38,0.05,0.29,0.51,1.37,0.72,0.08,0.28,-0.81,-2.90,7.50,-3.80,6.00,-4.60,4.50,-5.80,6.50,-2.50,1.50,-2.70,2.70,-3.80,7.50,-4.80,6.50,-6.20,5.50,-6.50,6.50,-3.50,1.50,-3.40,2.00,-3.50,7.50,-4.50,6.50,-6.00,5.50,-6.30,6.50,-3.25,1.50,-3.35,2.60,-4.10,7.50,-5.00,6.50,-6.40,5.50,-6.70,6.50,-3.70,1.40,-3.40,2.00,-4.10,7.50,-5.05,6.50,-6.40,5.50,-6.30,6.50,-3.20,1.40,-3.25,2.30,-3.50,7.50,-4.50,6.50,-6.00,5.50,-6.50,6.50,-3.50,1.40,-3.50,2.40,-3.80,7.50,-4.70,6.20,-6.20,5.50,-6.50,6.50,-3.45,1.50,-3.45,2.35,0.90
